,Thermostat,Smoke_Alarm,Light A,Light B,Door,Person
2882,83,OFF,ON,ON,LOCKED,Away
2883,84,OFF,ON,ON,LOCKED,Away
2884,83,OFF,OFF,ON,LOCKED,Home
2885,83,OFF,ON,ON,LOCKED,Home
2886,82,OFF,ON,ON,LOCKED,Home
2887,83,OFF,OFF,OFF,LOCKED,Home
2888,84,OFF,OFF,OFF,LOCKED,Home
2889,84,OFF,OFF,OFF,LOCKED,Home
2890,85,OFF,OFF,OFF,LOCKED,Home
2891,86,OFF,OFF,OFF,LOCKED,Home
2892,85,OFF,OFF,ON,LOCKED,Home
2893,85,OFF,ON,ON,LOCKED,Home
2894,84,OFF,ON,ON,LOCKED,Home
2895,84,OFF,OFF,OFF,LOCKED,Home
2896,83,OFF,OFF,OFF,LOCKED,Home
2897,82,OFF,OFF,OFF,LOCKED,Home
2898,82,OFF,OFF,OFF,LOCKED,Home
2899,82,OFF,OFF,OFF,LOCKED,Home
2900,81,OFF,OFF,ON,LOCKED,Away
2901,81,OFF,ON,ON,LOCKED,Away
2902,81,OFF,ON,ON,LOCKED,Away
2903,81,OFF,OFF,ON,LOCKED,Home
2904,82,OFF,ON,ON,LOCKED,Home
2905,81,OFF,OFF,ON,LOCKED,Home
2906,82,OFF,ON,ON,LOCKED,Away
2907,81,OFF,OFF,ON,LOCKED,Away
2908,80,OFF,ON,ON,LOCKED,Away
2909,80,OFF,ON,ON,LOCKED,Away
2910,81,OFF,OFF,ON,LOCKED,Away
2911,81,OFF,ON,ON,LOCKED,Away
2912,82,OFF,ON,ON,LOCKED,Away
2913,83,OFF,OFF,ON,LOCKED,Away
2914,83,OFF,ON,ON,LOCKED,Away
2915,84,OFF,OFF,ON,LOCKED,Away
2916,85,OFF,ON,ON,LOCKED,Away
2917,85,OFF,OFF,ON,LOCKED,Away
2918,86,OFF,ON,ON,LOCKED,Away
2919,87,OFF,OFF,ON,LOCKED,Away
2920,86,OFF,ON,ON,LOCKED,Away
2921,87,OFF,ON,ON,LOCKED,Away
2922,86,ON,OFF,ON,LOCKED,Away
2923,85,ON,ON,ON,LOCKED,Home
2924,86,ON,ON,ON,LOCKED,Home
2925,86,ON,ON,ON,LOCKED,Home
2926,87,ON,OFF,ON,LOCKED,Home
2927,88,ON,ON,ON,OPEN,Home
2928,88,ON,ON,ON,OPEN,Home
2929,89,ON,OFF,ON,LOCKED,Away
2930,88,ON,ON,ON,LOCKED,Home
2931,87,ON,ON,ON,LOCKED,Home
2932,87,ON,ON,ON,OPEN,Home
2933,87,ON,ON,ON,OPEN,Home
2934,87,ON,OFF,OFF,OPEN,Home
2935,88,ON,OFF,OFF,OPEN,Home
2936,89,ON,OFF,OFF,OPEN,Home
2937,89,ON,OFF,OFF,OPEN,Home
2938,89,ON,OFF,OFF,OPEN,Home
2939,89,ON,OFF,OFF,OPEN,Home
2940,89,ON,OFF,ON,OPEN,Home
2941,90,ON,ON,ON,LOCKED,Away
2942,90,ON,ON,ON,LOCKED,Away
2943,91,ON,ON,ON,LOCKED,Away
2944,91,ON,ON,ON,LOCKED,Away
2945,90,ON,ON,ON,LOCKED,Away
2946,91,ON,OFF,ON,LOCKED,Away
2947,92,ON,ON,ON,LOCKED,Away
2948,91,ON,OFF,ON,LOCKED,Away
2949,92,ON,ON,ON,LOCKED,Away
2950,91,ON,ON,ON,LOCKED,Away
2951,90,ON,OFF,ON,LOCKED,Away
2952,89,ON,ON,ON,LOCKED,Home
2953,88,ON,ON,ON,LOCKED,Home
2954,89,ON,ON,ON,OPEN,Home
2955,88,ON,ON,ON,OPEN,Home
2956,89,ON,ON,ON,OPEN,Home
2957,90,ON,ON,ON,OPEN,Home
2958,91,ON,ON,ON,OPEN,Home
2959,92,ON,OFF,ON,OPEN,Away
2960,93,ON,ON,ON,OPEN,Away
2961,94,ON,OFF,ON,LOCKED,Away
2962,95,ON,ON,ON,LOCKED,Away
2963,94,ON,ON,ON,LOCKED,Away
2964,93,ON,ON,ON,LOCKED,Away
2965,94,ON,OFF,ON,LOCKED,Away
2966,95,ON,ON,ON,LOCKED,Away
2967,95,ON,OFF,ON,LOCKED,Away
2968,94,ON,ON,ON,LOCKED,Away
2969,95,ON,OFF,ON,LOCKED,Away
2970,96,ON,ON,ON,LOCKED,Away
2971,96,ON,ON,ON,LOCKED,Away
2972,97,ON,ON,ON,LOCKED,Away
2973,96,ON,OFF,ON,LOCKED,Away
2974,96,ON,ON,ON,LOCKED,Away
2975,96,ON,ON,ON,LOCKED,Away
2976,97,ON,OFF,ON,LOCKED,Home
2977,97,ON,ON,ON,LOCKED,Home
2978,97,ON,ON,ON,LOCKED,Home
2979,96,ON,OFF,ON,LOCKED,Home
2980,97,ON,ON,ON,OPEN,Home
2981,98,ON,ON,ON,OPEN,Home
2982,99,ON,ON,ON,OPEN,Home
2983,100,ON,OFF,ON,LOCKED,Away
2984,101,ON,ON,ON,LOCKED,Away
2985,100,ON,OFF,ON,LOCKED,Home
2986,99,ON,ON,ON,LOCKED,Away
2987,98,ON,OFF,ON,LOCKED,Away
2988,98,ON,ON,ON,LOCKED,Away
2989,99,ON,ON,ON,LOCKED,Away
2990,99,ON,ON,ON,LOCKED,Away
2991,99,ON,OFF,ON,LOCKED,Away
2992,100,ON,ON,ON,LOCKED,Away
2993,99,ON,ON,ON,LOCKED,Away
2994,99,ON,ON,ON,LOCKED,Away
2995,100,ON,ON,ON,LOCKED,Away
2996,99,ON,ON,ON,LOCKED,Away
2997,99,ON,ON,ON,LOCKED,Away
2998,99,ON,ON,ON,LOCKED,Away
2999,98,ON,ON,ON,LOCKED,Away
