,Thermostat,LightSensor,LightA,LightB,AC,Window
3135,73,6,OFF,OFF,ON,Closed
3136,74,5,OFF,OFF,ON,Closed
3137,73,5,OFF,OFF,ON,Closed
3138,74,5,OFF,OFF,ON,Closed
3139,73,5,OFF,OFF,ON,Closed
3140,74,5,OFF,OFF,ON,Closed
3141,75,6,OFF,OFF,ON,Closed
3142,75,7,OFF,OFF,ON,Closed
3143,74,8,OFF,OFF,ON,Closed
3144,75,8,OFF,OFF,ON,Closed
3145,74,7,OFF,OFF,ON,Closed
3146,73,8,OFF,OFF,ON,Closed
3147,74,9,OFF,OFF,ON,Closed
3148,74,8,OFF,OFF,ON,Closed
3149,74,9,OFF,OFF,ON,Closed
3150,75,9,OFF,OFF,ON,Closed
3151,75,8,OFF,OFF,ON,Closed
3152,74,9,OFF,OFF,ON,Closed
3153,74,8,OFF,OFF,ON,Closed
3154,75,8,OFF,OFF,ON,Closed
3155,76,8,OFF,OFF,ON,Closed
3156,75,7,OFF,OFF,ON,Closed
3157,76,8,OFF,OFF,ON,Closed
3158,77,7,OFF,OFF,ON,Closed
3159,78,7,OFF,OFF,ON,Closed
3160,78,7,OFF,OFF,ON,Closed
3161,77,8,OFF,OFF,ON,Closed
3162,78,9,OFF,OFF,ON,Closed
3163,79,8,OFF,OFF,ON,Closed
3164,79,7,OFF,OFF,ON,Closed
3165,80,8,OFF,OFF,ON,Closed
3166,81,8,OFF,OFF,ON,Closed
3167,80,7,OFF,OFF,ON,Closed
3168,81,8,OFF,OFF,ON,Closed
3169,80,8,OFF,OFF,ON,Closed
3170,80,9,OFF,OFF,ON,Closed
3171,81,9,OFF,OFF,ON,Closed
3172,81,10,OFF,OFF,ON,Closed
3173,82,8,OFF,OFF,ON,Closed
3174,82,9,OFF,OFF,ON,Closed
3175,81,8,OFF,OFF,ON,Closed
3176,82,9,OFF,OFF,ON,Closed
3177,83,10,OFF,OFF,ON,Closed
3178,83,10,OFF,OFF,ON,Closed
3179,82,10,OFF,OFF,ON,Closed
3180,82,9,OFF,OFF,ON,Closed
3181,83,8,OFF,OFF,ON,Closed
3182,83,8,OFF,OFF,ON,Closed
3183,83,8,OFF,OFF,ON,Closed
3184,84,8,OFF,OFF,ON,Closed
3185,85,9,OFF,OFF,ON,Closed
3186,85,8,OFF,OFF,ON,Closed
3187,86,9,OFF,OFF,ON,Closed
3188,87,10,OFF,OFF,ON,Closed
3189,87,10,OFF,OFF,ON,Closed
3190,87,9,OFF,OFF,ON,Closed
3191,88,8,OFF,OFF,ON,Closed
3192,88,7,OFF,OFF,ON,Closed
3193,88,8,OFF,OFF,ON,Closed
3194,87,8,OFF,OFF,ON,Closed
3195,87,9,OFF,OFF,ON,Closed
3196,88,8,OFF,OFF,ON,Closed
3197,89,8,OFF,OFF,ON,Closed
3198,90,7,OFF,OFF,ON,Closed
3199,91,6,OFF,OFF,ON,Closed
3200,90,5,OFF,OFF,ON,Closed
3201,89,6,OFF,ON,ON,Closed
3202,90,5,OFF,ON,ON,Closed
3203,90,5,OFF,ON,ON,Closed
3204,91,4,OFF,ON,ON,Closed
3205,92,5,OFF,ON,ON,Closed
3206,91,5,OFF,ON,ON,Closed
3207,90,6,OFF,ON,ON,Closed
3208,89,6,OFF,ON,ON,Closed
3209,89,5,OFF,ON,ON,Closed
3210,88,5,OFF,ON,ON,Closed
3211,88,4,OFF,ON,ON,Closed
3212,89,4,OFF,ON,ON,Closed
3213,89,3,OFF,ON,ON,Closed
3214,89,3,OFF,ON,ON,Closed
3215,90,3,OFF,ON,ON,Closed
3216,90,3,OFF,ON,ON,Closed
3217,89,3,OFF,ON,ON,Closed
3218,89,5,OFF,ON,ON,Closed
3219,90,5,OFF,ON,ON,Closed
3220,89,5,OFF,ON,ON,Closed
3221,89,3,OFF,ON,ON,Closed
3222,89,3,OFF,ON,ON,Closed
3223,88,5,OFF,ON,ON,Closed
3224,89,5,OFF,ON,ON,Closed
3225,89,5,OFF,ON,ON,Closed
3226,88,5,OFF,ON,ON,Closed
3227,89,4,OFF,ON,ON,Closed
3228,88,4,OFF,ON,ON,Closed
3229,88,4,OFF,ON,ON,Closed
3230,89,5,OFF,ON,ON,Closed
3231,90,7,OFF,ON,ON,Closed
3232,91,8,OFF,ON,ON,Closed
3233,91,9,OFF,ON,ON,Closed
3234,91,8,OFF,ON,ON,Closed
3235,91,9,OFF,ON,ON,Closed
3236,90,8,OFF,ON,ON,Closed
3237,90,7,OFF,ON,ON,Closed
3238,91,8,OFF,ON,ON,Closed
3239,92,9,OFF,ON,ON,Closed
3240,91,8,OFF,ON,ON,Closed
3241,90,7,OFF,ON,ON,Closed
3242,89,6,OFF,ON,ON,Closed
3243,89,6,OFF,ON,ON,Closed
3244,88,5,OFF,ON,ON,Closed
3245,87,5,OFF,ON,ON,Closed
3246,88,4,OFF,ON,ON,Closed
3247,88,5,OFF,ON,ON,Closed
3248,87,5,OFF,ON,ON,Closed
3249,87,5,OFF,ON,ON,Closed
3250,87,5,OFF,ON,ON,Closed
3251,88,7,OFF,ON,ON,Closed
3252,88,6,OFF,ON,ON,Closed
3253,87,6,OFF,ON,ON,Closed
3254,87,5,OFF,ON,ON,Closed
3255,88,5,OFF,ON,ON,Closed
3256,88,6,OFF,ON,ON,Closed
3257,89,6,OFF,ON,ON,Closed
3258,89,5,OFF,ON,ON,Closed
3259,88,5,OFF,ON,ON,Closed
3260,88,4,OFF,ON,ON,Closed
3261,89,4,OFF,ON,ON,Closed
3262,88,4,OFF,ON,ON,Closed
3263,89,3,OFF,ON,ON,Closed
3264,88,3,OFF,ON,ON,Closed
3265,87,2,OFF,ON,ON,Closed
3266,86,2,OFF,ON,ON,Closed
3267,85,3,OFF,ON,ON,Closed
3268,84,4,OFF,ON,ON,Closed
3269,83,4,OFF,ON,ON,Closed
3270,82,5,OFF,ON,ON,Closed
3271,81,4,OFF,ON,ON,Closed
3272,82,3,OFF,ON,ON,Closed
3273,83,2,OFF,ON,ON,Closed
3274,84,2,OFF,ON,ON,Closed
3275,85,2,OFF,ON,ON,Closed
3276,84,3,OFF,ON,ON,Closed
3277,85,5,OFF,ON,ON,Closed
3278,84,6,OFF,ON,ON,Closed
3279,83,7,OFF,ON,ON,Closed
3280,84,7,OFF,ON,ON,Closed
3281,84,6,OFF,ON,ON,Closed
3282,84,5,OFF,ON,ON,Closed
3283,83,5,OFF,ON,ON,Closed
3284,83,6,OFF,ON,ON,Closed
3285,83,5,OFF,ON,ON,Closed
3286,82,6,OFF,ON,ON,Closed
3287,81,6,OFF,ON,ON,Closed
3288,80,5,OFF,ON,ON,Closed
3289,81,4,OFF,ON,ON,Closed
3290,82,4,OFF,ON,ON,Closed
3291,82,5,OFF,ON,ON,Closed
3292,82,6,OFF,ON,ON,Closed
3293,82,6,OFF,ON,ON,Closed
3294,81,5,OFF,ON,ON,Closed
3295,81,4,OFF,ON,ON,Closed
3296,82,4,OFF,ON,ON,Closed
3297,82,5,OFF,ON,ON,Closed
3298,82,4,OFF,ON,ON,Closed
3299,83,5,OFF,ON,ON,Closed
3300,84,6,OFF,ON,ON,Closed
3301,84,6,OFF,ON,ON,Closed
3302,84,7,OFF,ON,ON,Closed
3303,85,8,OFF,ON,ON,Closed
3304,86,9,OFF,ON,ON,Closed
3305,87,8,OFF,OFF,ON,Closed
3306,86,8,OFF,OFF,ON,Closed
3307,86,9,OFF,OFF,ON,Closed
3308,86,10,OFF,OFF,ON,Closed
3309,85,9,OFF,OFF,ON,Closed
3310,86,8,OFF,OFF,ON,Closed
3311,85,8,ON,OFF,OFF,Closed
3312,86,7,ON,OFF,OFF,Open
3313,86,6,OFF,ON,ON,Open
3314,86,7,OFF,ON,ON,Open
3315,87,6,OFF,ON,ON,Open
3316,88,7,OFF,ON,ON,Closed
3317,89,7,OFF,ON,ON,Closed
3318,90,7,OFF,ON,ON,Closed
3319,89,8,OFF,ON,ON,Closed
3320,88,7,OFF,ON,ON,Closed
3321,89,8,OFF,ON,ON,Closed
3322,90,7,OFF,ON,ON,Closed
3323,91,7,OFF,ON,ON,Closed
3324,92,6,OFF,ON,ON,Closed
3325,91,7,OFF,ON,ON,Closed
3326,90,8,OFF,ON,ON,Closed
3327,91,8,OFF,ON,ON,Closed
3328,92,8,OFF,ON,ON,Closed
3329,93,9,OFF,ON,ON,Closed
3330,92,10,OFF,OFF,ON,Closed
3331,93,9,OFF,OFF,ON,Closed
3332,94,8,OFF,OFF,ON,Closed
3333,93,9,OFF,OFF,ON,Closed
3334,93,10,OFF,OFF,ON,Closed
3335,92,8,OFF,OFF,ON,Closed
3336,92,9,OFF,OFF,ON,Closed
3337,92,9,OFF,OFF,ON,Closed
3338,93,9,OFF,OFF,ON,Closed
3339,94,9,OFF,OFF,ON,Closed
3340,94,8,OFF,OFF,ON,Closed
3341,94,8,OFF,OFF,ON,Closed
3342,93,7,OFF,OFF,ON,Closed
3343,93,8,OFF,OFF,ON,Closed
3344,94,7,OFF,OFF,ON,Closed
3345,93,8,OFF,OFF,ON,Closed
3346,93,8,OFF,OFF,ON,Closed
3347,94,7,OFF,OFF,ON,Closed
3348,95,6,OFF,OFF,ON,Closed
3349,95,7,OFF,OFF,ON,Closed
3350,94,7,OFF,OFF,ON,Closed
3351,95,6,OFF,OFF,ON,Closed
3352,96,7,OFF,OFF,ON,Closed
3353,96,6,OFF,OFF,ON,Closed
3354,97,5,OFF,OFF,ON,Closed
3355,98,6,OFF,ON,ON,Closed
3356,98,6,OFF,ON,ON,Closed
3357,97,5,OFF,ON,ON,Closed
3358,97,4,OFF,ON,ON,Closed
3359,98,2,OFF,ON,ON,Closed
3360,99,2,OFF,ON,ON,Closed
3361,98,3,OFF,ON,ON,Closed
3362,97,4,OFF,ON,ON,Closed
3363,96,6,OFF,ON,ON,Closed
3364,96,7,OFF,ON,ON,Closed
3365,95,8,OFF,ON,ON,Closed
3366,96,9,OFF,ON,ON,Closed
3367,97,10,OFF,OFF,ON,Closed
3368,96,9,OFF,OFF,ON,Closed
3369,97,8,OFF,OFF,ON,Closed
3370,96,7,OFF,OFF,ON,Closed
3371,96,6,OFF,OFF,ON,Closed
3372,96,6,OFF,OFF,ON,Closed
3373,97,5,OFF,OFF,ON,Closed
3374,98,6,OFF,ON,ON,Closed
3375,98,5,OFF,ON,ON,Closed
3376,97,4,OFF,ON,ON,Closed
3377,97,4,OFF,ON,ON,Closed
3378,96,4,OFF,ON,ON,Closed
3379,95,3,OFF,ON,ON,Closed
3380,95,2,OFF,ON,ON,Closed
3381,96,2,OFF,ON,ON,Closed
3382,97,2,OFF,ON,ON,Closed
3383,96,2,OFF,ON,ON,Closed
3384,96,2,OFF,ON,ON,Closed
3385,95,3,OFF,ON,ON,Closed
3386,95,3,OFF,ON,ON,Closed
3387,95,3,OFF,ON,ON,Closed
3388,94,3,OFF,ON,ON,Closed
3389,93,3,OFF,ON,ON,Closed
3390,93,3,OFF,ON,ON,Closed
3391,92,2,OFF,ON,ON,Closed
3392,93,2,OFF,ON,ON,Closed
3393,94,3,OFF,ON,ON,Closed
3394,95,3,OFF,ON,ON,Closed
3395,95,4,OFF,ON,ON,Closed
3396,94,5,OFF,ON,ON,Closed
3397,93,4,OFF,ON,ON,Closed
3398,94,5,OFF,ON,ON,Closed
3399,94,5,OFF,ON,ON,Closed
3400,94,6,OFF,ON,ON,Closed
3401,93,6,OFF,ON,ON,Closed
3402,94,7,OFF,ON,ON,Closed
3403,93,7,OFF,ON,ON,Closed
3404,92,7,OFF,ON,ON,Closed
3405,91,7,OFF,ON,ON,Closed
3406,92,7,OFF,ON,ON,Closed
3407,93,8,OFF,ON,ON,Closed
3408,93,8,OFF,ON,ON,Closed
3409,92,9,OFF,ON,ON,Closed
3410,91,9,OFF,OFF,ON,Closed
3411,92,9,OFF,OFF,ON,Closed
3412,93,10,OFF,OFF,ON,Closed
3413,93,10,OFF,OFF,ON,Closed
3414,93,10,OFF,OFF,ON,Closed
3415,92,8,OFF,OFF,ON,Closed
3416,93,7,OFF,OFF,ON,Closed
3417,93,6,OFF,OFF,ON,Closed
3418,93,5,ON,ON,OFF,Closed
3419,94,3,ON,ON,OFF,Open
3420,93,3,ON,ON,OFF,Open
3421,94,4,ON,ON,OFF,Open
3422,95,4,ON,ON,OFF,Open
3423,94,4,ON,ON,OFF,Open
3424,93,6,ON,ON,OFF,Open
3425,92,5,ON,ON,OFF,Open
3426,92,5,ON,ON,OFF,Open
3427,92,5,ON,ON,OFF,Open
3428,92,6,ON,ON,OFF,Open
3429,91,7,ON,ON,OFF,Open
3430,92,6,ON,ON,OFF,Open
3431,91,6,ON,ON,OFF,Open
3432,92,6,ON,ON,OFF,Open
3433,93,7,ON,ON,ON,Open
3434,93,6,ON,ON,ON,Open
3435,94,5,ON,ON,ON,Open
3436,93,5,ON,ON,ON,Closed
3437,92,4,ON,ON,ON,Closed
3438,92,5,ON,ON,ON,Closed
3439,93,5,ON,ON,ON,Closed
3440,93,7,ON,ON,ON,Closed
3441,93,8,ON,ON,ON,Closed
3442,92,9,ON,ON,ON,Closed
3443,91,10,OFF,OFF,ON,Closed
3444,92,10,OFF,OFF,ON,Closed
3445,93,10,OFF,OFF,OFF,Closed
3446,94,10,OFF,OFF,OFF,Open
3447,94,10,OFF,OFF,OFF,Open
3448,93,8,OFF,OFF,OFF,Open
3449,92,7,OFF,OFF,OFF,Open
3450,91,7,ON,ON,ON,Open
3451,91,7,ON,ON,ON,Open
3452,92,8,ON,ON,ON,Closed
3453,92,7,ON,ON,ON,Open
3454,93,6,ON,ON,ON,Open
3455,93,6,OFF,ON,OFF,Open
3456,93,7,OFF,ON,OFF,Open
3457,92,8,OFF,ON,OFF,Open
3458,93,7,OFF,ON,OFF,Open
3459,92,6,ON,ON,ON,Open
3460,91,5,ON,ON,ON,Open
3461,92,3,ON,ON,ON,Closed
3462,93,3,ON,ON,ON,Closed
3463,92,3,ON,ON,ON,Closed
3464,91,3,ON,ON,ON,Closed
3465,91,3,ON,ON,ON,Closed
3466,90,4,ON,ON,ON,Closed
3467,91,4,ON,ON,ON,Closed
3468,92,5,ON,ON,ON,Closed
3469,91,5,ON,ON,ON,Closed
3470,91,5,ON,ON,ON,Closed
3471,92,4,OFF,ON,OFF,Closed
3472,93,2,OFF,ON,OFF,Open
3473,93,4,OFF,ON,OFF,Open
3474,94,4,OFF,ON,OFF,Open
3475,93,6,OFF,ON,OFF,Open
3476,93,7,OFF,ON,OFF,Open
3477,94,8,OFF,ON,OFF,Open
3478,94,8,OFF,ON,OFF,Open
3479,95,8,OFF,ON,OFF,Open
3480,94,9,OFF,ON,OFF,Open
3481,95,8,OFF,ON,OFF,Open
3482,94,7,OFF,ON,OFF,Open
3483,95,8,OFF,ON,OFF,Open
3484,94,7,OFF,ON,OFF,Open
3485,94,7,OFF,ON,OFF,Open
3486,94,8,OFF,ON,OFF,Open
3487,93,7,OFF,ON,OFF,Open
3488,93,6,OFF,ON,OFF,Open
3489,92,5,OFF,ON,OFF,Open
3490,93,4,OFF,ON,OFF,Open
3491,93,3,OFF,ON,OFF,Open
3492,94,3,OFF,ON,OFF,Open
3493,95,2,OFF,ON,OFF,Open
3494,96,3,OFF,ON,OFF,Open
3495,95,5,OFF,ON,OFF,Open
3496,94,6,OFF,ON,OFF,Open
3497,94,7,OFF,ON,OFF,Open
3498,93,7,OFF,ON,OFF,Open
3499,94,6,OFF,ON,OFF,Open
3500,95,5,OFF,ON,OFF,Open
3501,95,4,OFF,ON,OFF,Open
3502,94,4,OFF,ON,OFF,Open
3503,94,2,OFF,ON,OFF,Open
3504,94,3,OFF,ON,OFF,Open
3505,94,2,OFF,ON,OFF,Open
3506,93,4,OFF,ON,OFF,Open
3507,92,2,OFF,ON,OFF,Open
3508,93,4,OFF,ON,OFF,Open
3509,93,4,OFF,ON,OFF,Open
3510,92,4,OFF,ON,ON,Open
3511,91,4,OFF,ON,ON,Open
3512,91,3,OFF,ON,ON,Open
3513,90,2,OFF,ON,ON,Closed
3514,91,4,OFF,ON,ON,Closed
3515,90,4,OFF,ON,ON,Closed
3516,90,6,OFF,ON,ON,Closed
3517,89,6,OFF,ON,ON,Closed
3518,90,5,OFF,ON,ON,Closed
3519,91,3,OFF,ON,ON,Closed
3520,90,3,OFF,ON,ON,Closed
3521,89,2,OFF,ON,ON,Closed
3522,90,3,OFF,ON,ON,Closed
3523,90,3,OFF,ON,ON,Closed
3524,89,4,OFF,ON,ON,Closed
3525,88,5,OFF,ON,ON,Closed
3526,89,6,OFF,ON,ON,Closed
3527,90,5,OFF,ON,ON,Closed
3528,91,6,OFF,ON,ON,Closed
3529,90,7,OFF,ON,ON,Closed
3530,90,7,OFF,ON,ON,Closed
3531,91,6,OFF,ON,ON,Closed
3532,91,7,OFF,ON,ON,Closed
3533,90,8,OFF,ON,ON,Closed
3534,90,8,OFF,ON,ON,Closed
3535,90,9,OFF,ON,ON,Closed
3536,90,9,OFF,OFF,ON,Closed
3537,91,8,OFF,OFF,ON,Closed
3538,92,7,OFF,OFF,ON,Closed
3539,92,7,OFF,OFF,ON,Closed
3540,93,7,OFF,OFF,ON,Closed
3541,92,8,OFF,OFF,ON,Closed
3542,92,7,OFF,OFF,ON,Closed
3543,92,8,OFF,OFF,ON,Closed
3544,93,8,OFF,OFF,ON,Closed
3545,92,9,OFF,OFF,ON,Closed
3546,92,9,OFF,OFF,ON,Closed
3547,91,8,OFF,OFF,ON,Closed
3548,90,7,OFF,OFF,ON,Closed
3549,90,6,OFF,OFF,ON,Closed
3550,91,7,OFF,OFF,ON,Closed
3551,91,6,OFF,OFF,ON,Closed
3552,91,6,OFF,OFF,ON,Closed
3553,92,7,OFF,OFF,ON,Closed
3554,92,8,OFF,OFF,ON,Closed
3555,91,8,OFF,OFF,ON,Closed
3556,91,9,OFF,OFF,ON,Closed
3557,90,10,OFF,OFF,ON,Closed
3558,91,9,OFF,OFF,ON,Closed
3559,91,10,OFF,OFF,ON,Closed
3560,91,10,OFF,OFF,ON,Closed
3561,91,8,OFF,OFF,ON,Closed
3562,91,9,OFF,OFF,ON,Closed
3563,91,10,OFF,OFF,ON,Closed
3564,90,8,OFF,OFF,ON,Closed
3565,91,9,OFF,OFF,ON,Closed
3566,91,8,ON,OFF,OFF,Closed
3567,91,9,ON,OFF,OFF,Open
3568,92,8,ON,OFF,OFF,Open
3569,92,9,ON,OFF,OFF,Open
3570,91,9,OFF,OFF,OFF,Open
3571,91,8,OFF,OFF,OFF,Open
3572,91,8,OFF,OFF,OFF,Open
3573,91,9,OFF,OFF,OFF,Open
3574,90,8,OFF,OFF,OFF,Open
3575,91,8,OFF,OFF,OFF,Open
3576,92,8,OFF,OFF,OFF,Open
3577,91,8,OFF,OFF,OFF,Open
3578,91,8,OFF,OFF,OFF,Open
3579,90,7,OFF,OFF,OFF,Open
3580,91,6,OFF,OFF,OFF,Open
3581,92,7,OFF,OFF,OFF,Open
3582,92,6,OFF,OFF,OFF,Open
3583,93,6,OFF,OFF,OFF,Open
3584,94,7,OFF,OFF,OFF,Open
3585,94,7,OFF,OFF,OFF,Open
3586,94,6,OFF,OFF,OFF,Open
3587,95,6,OFF,OFF,OFF,Open
3588,94,7,OFF,OFF,OFF,Open
3589,95,7,OFF,OFF,OFF,Open
3590,95,8,OFF,OFF,OFF,Open
3591,94,9,OFF,OFF,OFF,Open
3592,94,8,OFF,OFF,OFF,Open
3593,95,7,OFF,OFF,OFF,Open
3594,96,7,OFF,OFF,OFF,Open
3595,97,7,OFF,OFF,OFF,Open
3596,96,8,OFF,OFF,OFF,Open
3597,97,8,OFF,OFF,OFF,Open
3598,96,8,OFF,OFF,OFF,Open
3599,95,8,OFF,OFF,OFF,Open
3600,95,9,OFF,OFF,OFF,Open
3601,96,9,OFF,OFF,OFF,Open
3602,96,8,OFF,OFF,OFF,Open
3603,95,9,OFF,OFF,OFF,Open
3604,96,8,OFF,OFF,OFF,Open
3605,96,7,OFF,OFF,OFF,Open
3606,95,7,OFF,OFF,OFF,Open
3607,95,8,OFF,OFF,OFF,Open
3608,94,7,OFF,OFF,OFF,Open
3609,93,8,OFF,OFF,OFF,Open
3610,93,7,OFF,OFF,OFF,Open
3611,92,8,OFF,OFF,OFF,Open
3612,91,7,OFF,OFF,OFF,Open
3613,91,7,OFF,OFF,OFF,Open
3614,91,8,OFF,OFF,OFF,Open
3615,92,8,OFF,OFF,OFF,Open
3616,92,8,OFF,OFF,OFF,Open
3617,91,7,OFF,OFF,OFF,Open
3618,90,7,OFF,OFF,OFF,Open
3619,89,7,OFF,OFF,ON,Open
3620,90,6,OFF,OFF,ON,Open
3621,90,7,OFF,OFF,ON,Closed
3622,89,6,OFF,OFF,ON,Open
3623,88,7,OFF,OFF,ON,Open
3624,89,8,OFF,OFF,ON,Open
3625,90,8,OFF,OFF,ON,Open
3626,89,9,OFF,OFF,ON,Open
3627,88,9,OFF,OFF,ON,Open
3628,88,9,OFF,OFF,ON,Open
3629,88,10,OFF,OFF,ON,Open
3630,87,9,OFF,OFF,ON,Open
3631,87,10,OFF,OFF,ON,Open
3632,87,9,OFF,OFF,ON,Open
3633,86,8,OFF,OFF,ON,Open
3634,86,7,OFF,OFF,ON,Open
3635,85,6,OFF,OFF,ON,Open
3636,85,6,OFF,OFF,ON,Open
3637,85,5,ON,ON,OFF,Open
3638,86,5,ON,ON,OFF,Open
3639,85,5,ON,ON,OFF,Open
3640,86,4,ON,ON,OFF,Open
3641,87,4,ON,ON,OFF,Open
3642,87,4,ON,ON,OFF,Open
3643,87,4,ON,ON,OFF,Open
3644,86,4,ON,ON,OFF,Open
3645,87,4,ON,ON,OFF,Open
3646,88,2,ON,ON,OFF,Open
3647,89,3,ON,ON,OFF,Open
3648,90,4,ON,ON,OFF,Open
3649,89,4,ON,ON,OFF,Open
3650,89,3,ON,ON,OFF,Open
3651,89,3,ON,ON,OFF,Open
3652,88,3,ON,ON,OFF,Open
3653,87,3,ON,ON,OFF,Open
3654,88,2,ON,ON,OFF,Open
3655,87,2,ON,ON,OFF,Open
3656,87,2,ON,ON,OFF,Open
3657,86,4,ON,ON,OFF,Open
3658,85,4,ON,ON,OFF,Open
3659,85,5,ON,ON,OFF,Open
3660,86,4,ON,ON,OFF,Open
3661,87,5,ON,ON,OFF,Open
3662,88,3,ON,ON,OFF,Open
3663,88,2,ON,ON,OFF,Open
3664,89,3,ON,ON,OFF,Open
3665,89,3,ON,ON,OFF,Open
3666,90,5,ON,ON,OFF,Open
3667,89,4,ON,ON,OFF,Open
3668,90,4,ON,ON,OFF,Open
3669,89,3,ON,ON,OFF,Open
3670,90,2,ON,ON,OFF,Open
3671,90,3,ON,ON,OFF,Open
3672,91,3,ON,ON,OFF,Open
3673,91,2,ON,ON,OFF,Open
3674,91,2,ON,ON,OFF,Open
3675,90,3,ON,ON,OFF,Open
3676,89,3,ON,ON,OFF,Open
3677,89,3,ON,ON,OFF,Open
3678,90,4,ON,ON,OFF,Open
3679,90,5,ON,ON,OFF,Open
3680,89,4,ON,ON,OFF,Open
3681,89,6,ON,ON,OFF,Open
3682,90,5,ON,ON,OFF,Open
3683,90,5,ON,ON,OFF,Open
3684,90,4,ON,ON,OFF,Open
3685,90,4,ON,ON,OFF,Open
3686,91,3,ON,ON,OFF,Open
3687,92,5,ON,ON,ON,Open
3688,91,6,ON,ON,ON,Open
3689,91,6,ON,ON,ON,Open
3690,91,5,ON,ON,ON,Closed
3691,90,4,OFF,ON,OFF,Closed
3692,90,6,OFF,ON,OFF,Open
3693,89,6,OFF,ON,OFF,Open
3694,90,7,OFF,ON,OFF,Open
3695,90,6,OFF,ON,OFF,Open
3696,89,5,OFF,ON,OFF,Open
3697,90,4,OFF,ON,OFF,Open
3698,91,4,OFF,ON,OFF,Open
3699,92,5,OFF,ON,OFF,Open
3700,91,5,OFF,ON,OFF,Open
3701,92,7,OFF,ON,OFF,Open
3702,92,7,OFF,ON,OFF,Open
3703,91,6,OFF,ON,ON,Open
3704,92,5,OFF,ON,ON,Open
3705,92,3,OFF,ON,ON,Closed
3706,93,4,OFF,ON,ON,Closed
3707,92,5,OFF,ON,ON,Closed
3708,92,5,OFF,ON,ON,Closed
3709,93,5,OFF,ON,ON,Closed
3710,93,5,OFF,ON,ON,Closed
3711,93,3,OFF,ON,ON,Closed
3712,93,3,OFF,ON,ON,Closed
3713,93,2,OFF,ON,ON,Closed
3714,92,2,OFF,ON,ON,Closed
3715,91,2,OFF,ON,ON,Closed
3716,92,3,OFF,ON,ON,Closed
3717,93,4,OFF,ON,ON,Closed
3718,94,2,OFF,ON,ON,Closed
3719,93,3,OFF,ON,ON,Closed
3720,92,4,OFF,ON,ON,Closed
3721,93,3,OFF,ON,ON,Closed
3722,93,4,OFF,ON,ON,Closed
3723,93,3,OFF,ON,ON,Closed
3724,94,3,OFF,ON,ON,Closed
3725,94,3,OFF,ON,ON,Closed
3726,95,4,OFF,ON,ON,Closed
3727,95,3,OFF,ON,ON,Closed
3728,95,2,OFF,ON,ON,Closed
3729,96,2,OFF,ON,ON,Closed
3730,97,2,OFF,ON,ON,Closed
3731,98,3,OFF,ON,ON,Closed
3732,98,3,OFF,ON,ON,Closed
3733,97,2,OFF,ON,ON,Closed
3734,98,3,OFF,ON,ON,Closed
3735,98,4,OFF,ON,ON,Closed
3736,97,5,OFF,ON,ON,Closed
3737,98,5,OFF,ON,ON,Closed
3738,98,4,OFF,ON,ON,Closed
3739,99,4,OFF,ON,ON,Closed
3740,98,6,OFF,ON,ON,Closed
3741,97,5,OFF,ON,ON,Closed
3742,98,6,OFF,ON,ON,Closed
3743,98,7,OFF,ON,ON,Closed
3744,98,7,OFF,ON,ON,Closed
3745,99,6,OFF,ON,ON,Closed
3746,98,5,OFF,ON,ON,Closed
3747,99,5,OFF,ON,ON,Closed
3748,100,5,OFF,ON,ON,Closed
3749,101,4,OFF,ON,ON,Closed
3750,100,2,OFF,ON,ON,Closed
3751,100,3,OFF,ON,ON,Closed
3752,101,4,OFF,ON,ON,Closed
3753,100,6,OFF,ON,ON,Closed
3754,100,7,OFF,ON,ON,Closed
3755,101,6,OFF,ON,ON,Closed
3756,100,7,OFF,ON,ON,Closed
3757,101,7,OFF,ON,ON,Closed
3758,100,6,OFF,ON,ON,Closed
3759,101,6,OFF,ON,ON,Closed
3760,100,5,OFF,ON,ON,Closed
3761,100,4,OFF,ON,ON,Closed
3762,101,3,OFF,ON,ON,Closed
3763,100,5,OFF,ON,ON,Closed
3764,100,3,OFF,ON,ON,Closed
3765,99,2,OFF,ON,ON,Closed
3766,99,2,OFF,ON,ON,Closed
3767,100,3,OFF,ON,ON,Closed
3768,99,4,OFF,ON,ON,Closed
3769,99,2,OFF,ON,ON,Closed
3770,98,3,OFF,ON,ON,Closed
3771,98,3,OFF,ON,ON,Closed
3772,99,3,OFF,ON,ON,Closed
3773,99,3,OFF,ON,ON,Closed
3774,99,4,OFF,ON,ON,Closed
3775,100,3,OFF,ON,ON,Closed
3776,99,2,OFF,ON,ON,Closed
3777,98,3,OFF,ON,ON,Closed
3778,97,2,OFF,ON,ON,Closed
3779,96,3,OFF,ON,ON,Closed
3780,96,3,OFF,ON,ON,Closed
3781,96,2,OFF,ON,ON,Closed
3782,95,2,OFF,ON,ON,Closed
3783,95,2,OFF,ON,ON,Closed
3784,95,3,OFF,ON,ON,Closed
3785,94,3,ON,ON,OFF,Closed
3786,95,2,OFF,ON,ON,Open
3787,94,3,OFF,ON,ON,Open
3788,94,2,OFF,ON,ON,Closed
3789,93,2,OFF,ON,ON,Open
3790,92,3,OFF,ON,ON,Open
3791,93,4,OFF,ON,ON,Open
3792,93,6,OFF,ON,ON,Open
3793,93,7,OFF,ON,ON,Open
3794,93,8,OFF,ON,ON,Open
3795,94,9,OFF,ON,ON,Open
